ince_id,dano_uso_suelo,registros,superficie_dano
806159944,7,1,1.39
806159944,8,1,0.0
806159944,9,1,0.0
806159944,10,1,0.0
806160088,1,1,0.5
806160088,2,1,0.0
806160088,3,1,0.0
806160088,4,1,0.0
806160088,5,1,0.0
806160088,6,1,0.0
806160088,7,1,8.5
806160088,8,1,0.0
806160088,9,1,0.0
806160088,10,1,0.0
806166649,6,1,0.05
806166649,7,1,0.05
806166649,8,1,3.2
806167645,4,1,0.4
806167645,8,1,0.9
806167856,7,1,0.01
806167856,8,1,0.01
806182297,8,1,0.03
806182625,1,1,0.0
806182625,2,1,39.2
806182625,3,1,276.28
806182625,4,1,95.84
806182625,5,1,0.0
806182625,6,1,81.15
806182625,7,1,192.98
806182625,8,1,4.8
806182625,9,1,120.69
806182625,10,1,15.7
806187061,6,1,0.01
806187061,7,1,0.01
806187061,8,1,0.01
806197332,4,1,0.4
806197332,8,1,0.05
806199790,6,1,0.139
806199790,7,1,0.02
806199790,8,1,0.02
806203018,7,1,2.5
806203018,8,1,2.5
806207143,8,1,0.01
806213686,1,1,0.1335
806213686,2,1,0.0
806213686,3,1,0.0
806213686,4,1,0.0
806213686,5,1,0.0
806213686,6,1,0.2405
806213686,7,1,4.2459
806213686,8,1,0.0
806213686,9,1,0.0
806213686,10,1,0.0005
806213714,7,1,0.01
806220343,1,1,158.517
806220343,3,1,73.389
806220343,4,1,89.786
806220343,5,1,49.226
806220343,6,1,2.617
806220343,7,1,0.287
806220343,9,1,37.395
806221897,6,1,0.28
806236477,8,1,0.005
806236477,9,1,0.005
806248054,6,1,2.0
806248054,7,1,1.0
806248054,8,1,12.0
806264748,8,1,1.0
806289034,1,1,0.0
806289034,2,1,0.0
806289034,3,1,0.0
806289034,4,1,0.0
806289034,5,1,0.0
806289034,6,1,0.0
806289034,7,1,0.5
806289034,8,1,0.5
806289034,9,1,0.0
806289034,10,1,0.0
806297949,7,1,0.5
806297949,8,1,0.5
806297949,10,1,0.5
806308270,4,1,0.6
806308270,7,1,0.205
806308270,8,1,0.2
806308270,10,1,0.7
806315894,1,1,103.441
806315894,2,1,9.06
806315894,3,1,0.0
806315894,4,1,117.84
806315894,5,1,63.22
806315894,6,1,5.714
806315894,7,1,23.828
806315894,8,1,57.971
806315894,9,1,2.126
806315894,10,1,16.428
806415772,1,1,0.0
806415772,2,1,0.0
806415772,3,1,0.0
806415772,4,1,21.57
806415772,5,1,0.0
806415772,6,1,5.72
806415772,7,1,9.02
806415772,8,1,67.43
806415772,9,1,14.55
806415772,10,1,0.0
806442274,1,1,0.0
806442274,2,1,0.0
806442274,3,1,0.0
806442274,4,1,0.0
806442274,5,1,0.0
806442274,6,1,0.0
806442274,7,1,0.0
806442274,8,1,0.0
806442274,9,1,0.4
806442274,10,1,0.0
806575814,3,1,0.05
806575814,10,1,0.05
806584836,8,1,2.5
806608217,6,1,0.08
806608217,10,1,0.12
806629194,5,1,0.8
806629194,7,1,1.0
806629194,8,1,0.03
806641772,7,1,0.2
806641772,8,1,0.7
806649052,1,1,0.0
806649052,2,1,0.0
806649052,3,1,0.0
806649052,4,1,0.0
806649052,5,1,0.0
806649052,6,1,0.0
806649052,7,1,0.24
806649052,8,1,0.0
806649052,9,1,0.0
806649052,10,1,0.0
806664314,8,1,0.2
806669068,9,1,0.5
806679144,7,1,0.03
806679144,8,1,0.07
806679794,1,1,0.0
806679794,2,1,0.0
806679794,3,1,0.1
806679794,4,1,0.0
806679794,5,1,0.0
806679794,6,1,0.0
806679794,7,1,0.07
806679794,8,1,0.0
806679794,9,1,0.0
806679794,10,1,0.0
806689963,6,1,0.5
806689963,7,1,0.3
806689963,8,1,0.6
806690717,4,1,1.0
806690717,7,1,1.0
806695264,6,1,0.0063
806695264,7,1,0.015
806695264,8,1,0.012
806700562,4,1,0.05
806700562,7,1,0.05
806708480,2,1,55.64
806708480,3,1,117.49
806708480,4,1,2.86
806708480,6,1,68.75
806708480,7,1,17.32
806708480,8,1,15.67
806708480,9,1,201.02
806709031,7,1,0.025
806709031,8,1,0.025
806712635,8,1,0.5
806712878,7,1,0.75
806712878,8,1,0.75
806714920,1,1,3.48
806714920,4,1,44.51
806714920,6,1,5.1
806714920,8,1,17.31
806714920,10,1,10.75
806718663,1,1,24.4264
806718663,2,1,0.0
806718663,3,1,0.0
806718663,4,1,106.27
806718663,5,1,0.0
806718663,6,1,15.8833
806718663,7,1,8.5373
806718663,8,1,0.0
806718663,9,1,91.14
806718663,10,1,6.067
806719808,7,1,0.5
806719808,8,1,1.0
806719808,10,1,0.5
806726638,4,1,0.7
806726638,6,1,0.5
806726638,7,1,15.0
806726638,8,1,28.965
806726638,9,1,1.0
806728498,7,1,0.2
806728498,8,1,0.3
806728723,6,1,0.3
806728723,7,1,0.2
806728723,8,1,1.3
806739282,1,1,0.72
806739282,2,1,0.0
806739282,3,1,0.0
806739282,4,1,0.0
806739282,5,1,0.0
806739282,6,1,0.0
806739282,7,1,0.0
806739282,8,1,0.0
806739282,9,1,0.0
806739282,10,1,0.0
806749875,8,1,0.04
806766001,1,1,0.0
806766001,2,1,0.0
806766001,3,1,0.0
806766001,4,1,0.0
806766001,5,1,0.0
806766001,6,1,0.0
806766001,7,1,2.2
806766001,8,1,0.0
806766001,9,1,0.0
806766001,10,1,0.0
806778057,1,1,0.0
806778057,2,1,0.0
806778057,3,1,0.0
806778057,4,1,7.7
806778057,5,1,0.0
806778057,6,1,0.0
806778057,7,1,15.0
806778057,8,1,20.0
806778057,9,1,0.0
806778057,10,1,0.0
806816553,6,1,0.5
806816553,7,1,0.03
806876279,9,1,0.6
806899071,1,1,0.0
806899071,2,1,0.12
806899071,3,1,0.0
806899071,4,1,0.0
806899071,5,1,0.0
806899071,6,1,0.0
806899071,7,1,0.0
806899071,8,1,0.0
806899071,9,1,0.0
806899071,10,1,0.0
806901624,1,1,0.0
806901624,2,1,0.0
806901624,3,1,0.0
806901624,4,1,0.0
806901624,5,1,0.0
806901624,6,1,0.05
806901624,7,1,0.2
806901624,8,1,1.0
806901624,9,1,0.0
806901624,10,1,0.0
806906191,6,1,0.2
806906191,7,1,0.8
806926968,1,1,0.0
806926968,2,1,0.0
806926968,3,1,0.0
806926968,4,1,0.0
806926968,5,1,0.0
806926968,6,1,0.0
806926968,7,1,0.06
806926968,8,1,0.0
806926968,9,1,0.0
806926968,10,1,0.0
807096531,7,1,0.0
807126169,8,1,0.1
807138093,1,1,0.0
807138093,2,1,0.0
807138093,3,1,0.0
807138093,4,1,0.0
807138093,5,1,0.0
807138093,6,1,0.0
807138093,7,1,0.01
807138093,8,1,0.0
807138093,9,1,0.0
807138093,10,1,0.0
807151328,1,1,0.0
807151328,2,1,0.0
807151328,3,1,0.0
807151328,4,1,0.0
807151328,5,1,0.0
807151328,6,1,0.0
807151328,7,1,0.04
807151328,8,1,0.0
807151328,9,1,0.0
807151328,10,1,0.0
807159707,1,1,0.0
807159707,2,1,0.0
807159707,3,1,0.0
807159707,4,1,0.0
807159707,5,1,0.0
807159707,6,1,0.0
807159707,7,1,0.27
807159707,8,1,0.0
807159707,9,1,0.0
807159707,10,1,0.0
807172229,1,1,0.0
807172229,2,1,0.0
807172229,3,1,0.0
807172229,4,1,0.0
807172229,5,1,0.0
807172229,6,1,0.0
807172229,7,1,0.01
807172229,8,1,0.0
807172229,9,1,0.0
807172229,10,1,0.0
807191020,8,1,0.07
807213698,7,1,0.06
807213698,8,1,0.02
807216595,1,1,0.0
807216595,2,1,0.0
807216595,3,1,0.0
807216595,4,1,0.0
807216595,5,1,0.0
807216595,6,1,0.0
807216595,7,1,0.1
807216595,8,1,0.0
807216595,9,1,0.0
807216595,10,1,0.0
807220749,1,1,0.0
807220749,2,1,0.0
807220749,3,1,0.0
807220749,4,1,0.0
807220749,5,1,0.0
807220749,6,1,0.3
807220749,7,1,0.0
807220749,8,1,0.7
807220749,9,1,0.0
807220749,10,1,0.0
807231334,1,1,0.0
807231334,2,1,0.0
807231334,3,1,0.0
807231334,4,1,0.0
807231334,5,1,0.0
807231334,6,1,0.0
807231334,7,1,8.41
807231334,8,1,0.0
807231334,9,1,0.0
807231334,10,1,0.0
807236810,1,1,0.0
807236810,2,1,0.0
807236810,3,1,0.0
807236810,4,1,0.0
807236810,5,1,0.0
807236810,6,1,0.0
807236810,7,1,1.5
807236810,8,1,0.0
807236810,9,1,0.0
807236810,10,1,0.0
807237735,1,1,0.0
807237735,2,1,0.0
807237735,3,1,0.0
807237735,4,1,0.0
807237735,5,1,0.0
807237735,6,1,0.0
807237735,7,1,2.0
807237735,8,1,0.0
807237735,9,1,0.0
807237735,10,1,0.0
807238273,1,1,0.0
807238273,2,1,0.0
807238273,3,1,0.0
807238273,4,1,0.0
807238273,5,1,0.0
807238273,6,1,0.0
807238273,7,1,69.48
807238273,8,1,4.23
807238273,9,1,0.0
807238273,10,1,0.0
807238348,8,1,0.11
807249563,6,1,1.0
807249563,8,1,1.5
807254427,7,1,2.0
807254427,8,1,1.5
807255018,9,1,0.09
807269677,6,1,0.2
807269677,7,1,0.4
807269677,8,1,2.0
807275736,1,1,1.15
807275736,2,1,0.0
807275736,3,1,30.392
807275736,4,1,4.167
807275736,5,1,39.545
807275736,6,1,9.111
807275736,7,1,11.45
807275736,8,1,0.0
807275736,9,1,17.892
807275736,10,1,0.0
807300909,7,1,1.0
807300909,10,1,0.28
807302718,6,1,0.2
807302718,7,1,1.3
807305801,7,1,0.4
807305801,8,1,0.1
807306178,9,1,3.08
807309056,1,1,0.2
807319339,9,1,0.3
807328075,1,1,0.0
807328075,2,1,0.3
807328075,3,1,0.0
807328075,4,1,0.0
807328075,5,1,0.0
807328075,6,1,0.0
807328075,7,1,0.0
807328075,8,1,0.0
807328075,9,1,0.0
807328075,10,1,0.0
807385002,1,1,0.0
807385002,2,1,0.0
807385002,3,1,0.0
807385002,4,1,0.0229
807385002,5,1,0.0
807385002,6,1,0.1933
807385002,7,1,0.6461
807385002,8,1,0.0
807385002,9,1,0.0
807385002,10,1,0.1977
807388571,8,1,0.22
807463602,8,1,0.5
807515333,10,1,4.0
807613561,4,1,0.015
807613561,8,1,0.015
807659305,3,1,0.4
807659305,4,1,0.8
807659305,6,1,0.4
807659305,7,1,1.4
807659305,8,1,0.8
807675945,7,1,0.46
807681742,6,1,0.1
807681742,7,1,0.1
807681742,8,1,0.3
807708125,8,1,0.01
807713830,1,1,0.0
807713830,2,1,0.0
807713830,3,1,0.0
807713830,4,1,0.0
807713830,5,1,0.0
807713830,6,1,0.0
807713830,7,1,2.8
807713830,8,1,0.0
807713830,9,1,0.0
807713830,10,1,0.0
807730663,6,1,5.0
807730663,7,1,3.0
807730663,8,1,5.0
807734755,1,1,0.0
807734755,2,1,0.0
807734755,3,1,0.0
807734755,4,1,0.0
807734755,5,1,0.0
807734755,6,1,0.0
807734755,7,1,0.14
807734755,8,1,0.0
807734755,9,1,0.0
807734755,10,1,0.0
807752362,1,1,0.0
807752362,2,1,0.14
807752362,3,1,0.0
807752362,4,1,0.0
807752362,5,1,0.0
807752362,6,1,0.0
807752362,7,1,0.0
807752362,8,1,0.0
807752362,9,1,0.0
807752362,10,1,0.0
807756935,4,1,0.4
807756935,8,1,1.0
807759612,1,1,0.0
807759612,2,1,0.0
807759612,3,1,0.0
807759612,4,1,0.0
807759612,5,1,0.0
807759612,6,1,0.0
807759612,7,1,0.2
807759612,8,1,0.0
807759612,9,1,0.0
807759612,10,1,0.0
807776926,9,1,33.0
807777376,1,1,0.0
807777376,2,1,0.0
807777376,3,1,0.0
807777376,4,1,0.0
807777376,5,1,0.0
807777376,6,1,0.0
807777376,7,1,0.03
807777376,8,1,0.0
807777376,9,1,0.0
807777376,10,1,0.0
807785332,8,1,1.4
807815750,7,1,0.0049
807815750,8,1,0.07
807845384,1,1,0.0
807845384,2,1,0.45
807845384,3,1,0.0
807845384,4,1,0.0
807845384,5,1,0.0
807845384,6,1,0.0
807845384,7,1,0.0
807845384,8,1,0.0
807845384,9,1,0.0
807845384,10,1,0.0
807848235,8,1,0.3
807850502,7,1,0.005
807850502,8,1,0.005
807863625,7,1,0.04
807900063,7,1,0.16
807900063,8,1,1.2
807909398,6,1,0.2
807909398,7,1,0.2
807930475,1,1,0.0
807930475,2,1,0.11
807930475,3,1,0.0
807930475,4,1,0.0
807930475,5,1,0.0
807930475,6,1,0.0
807930475,7,1,0.0
807930475,8,1,0.0
807930475,9,1,0.0
807930475,10,1,0.0
807949664,6,1,0.2
807949664,7,1,0.8
807970071,4,1,1.0
807970071,6,1,3.0
807970071,7,1,2.0
807970071,8,1,2.0
807970071,9,1,4.0
807970071,10,1,22.0
807980083,7,1,0.01
808040480,8,1,2.96
808136642,8,1,0.06
808136642,9,1,0.2
808140268,8,1,0.2
808140268,10,1,0.05
808168506,4,1,0.02
808178091,1,1,0.5
808178091,7,1,0.2
808188013,8,1,1.0
808192715,4,1,0.5
808192715,7,1,0.25
808192715,8,1,0.25
808202955,3,1,1.0
808202955,7,1,0.5
808202955,8,1,1.2
808209474,8,1,1.5
808225229,8,1,0.26
808227651,8,1,19.3
808230712,7,1,0.005
808230712,8,1,0.005
808235941,7,1,0.1
808235941,8,1,0.7
808242992,8,1,0.15
808242992,9,1,0.01
808243757,8,1,0.003
808247563,7,1,0.01
808248657,7,1,0.5
808248657,8,1,1.5
808262905,1,1,6.03
808262905,2,1,0.0
808262905,3,1,10.0
808262905,4,1,6.0
808262905,5,1,0.0
808262905,6,1,0.9
808262905,7,1,1.24
808262905,8,1,0.67
808262905,9,1,0.0
808262905,10,1,0.5
808264810,6,1,1.2
808271049,8,1,0.2
808299710,7,1,0.7
808299710,8,1,1.3
808319699,1,1,0.9
808319699,2,1,0.0
808319699,3,1,0.0
808319699,4,1,0.0
808319699,5,1,0.0
808319699,6,1,0.0
808319699,7,1,0.3
808319699,8,1,0.1
808319699,9,1,0.0
808319699,10,1,0.0
808319961,7,1,0.054
808319961,8,1,0.006
808330520,8,1,0.03
808375208,1,1,0.0
808375208,2,1,1.0644
808375208,3,1,0.0
808375208,4,1,0.0
808375208,5,1,0.0
808375208,6,1,2.2859
808375208,7,1,7.9756
808375208,8,1,0.0
808375208,9,1,0.0
808375208,10,1,0.2662
808388265,1,1,0.0
808388265,2,1,0.0
808388265,3,1,0.0
808388265,4,1,3.19
808388265,5,1,0.0
808388265,6,1,0.0
808388265,7,1,1.5
808388265,8,1,1.5
808388265,9,1,0.0
808388265,10,1,8.0
808393833,5,1,0.05
808393833,6,1,0.15
808393833,7,1,0.4
808393833,8,1,4.0
808395719,1,1,0.0
808395719,2,1,0.0
808395719,3,1,0.0
808395719,4,1,0.0
808395719,5,1,0.0
808395719,6,1,0.0
808395719,7,1,0.01
808395719,8,1,0.0
808395719,9,1,0.0
808395719,10,1,0.0
808415116,10,1,0.5
808622039,7,1,0.3
808622039,8,1,0.2
808670492,7,1,0.04
808670492,8,1,0.1
808697341,7,1,1.1
808697341,8,1,5.5
808697341,10,1,2.0
808701678,8,1,0.07
808705993,4,1,0.5
808707334,7,1,0.5
808707334,10,1,2.7
808709550,6,1,1.0
808709550,8,1,0.8
808713915,4,1,0.1
808713915,5,1,0.4
808713915,7,1,1.0
808713915,8,1,1.5
808729582,4,1,0.6
808729582,7,1,0.2
808733729,5,1,0.06
808733729,7,1,0.5
808733729,8,1,2.0
808742485,4,1,0.1
808742485,8,1,0.2
808748358,4,1,0.13
808748358,8,1,0.7
808767169,7,1,0.05
808767169,8,1,0.05
808784825,8,1,2.5
808792372,7,1,0.76
808792372,8,1,1.0
808796830,4,1,0.3
808796830,7,1,0.1
808796830,8,1,0.2
808799645,6,1,0.3
808799645,7,1,0.6
808799645,8,1,0.1
808801805,8,1,2.17
808803669,7,1,0.025
808803669,8,1,0.015
808843752,6,1,0.3
808843752,7,1,0.5
808843752,8,1,0.2
808848060,4,1,0.3
808848060,8,1,0.2
808865009,7,1,0.2
808865009,8,1,0.8
808874429,7,1,0.1
808874429,8,1,0.4
808881037,7,1,0.2
808882082,8,1,0.05
808887252,8,1,0.4
808921113,6,1,0.02
808921113,7,1,0.01
809004508,4,1,2.5
809004508,6,1,2.5
809054773,1,1,0.0
809054773,2,1,0.0
809054773,3,1,0.0
809054773,4,1,17.58
809054773,5,1,0.0
809054773,6,1,0.0
809054773,7,1,0.0
809054773,8,1,0.0
809054773,9,1,0.0
809054773,10,1,0.0
809081854,1,1,0.0
809081854,2,1,0.0
809081854,3,1,0.26
809081854,4,1,0.0
809081854,5,1,0.0
809081854,6,1,0.0
809081854,7,1,0.0
809081854,8,1,0.0
809081854,9,1,0.0
809081854,10,1,0.0
809095313,1,1,0.0
809095313,2,1,0.0
809095313,3,1,0.0
809095313,4,1,0.0
809095313,5,1,0.0
809095313,6,1,0.0
809095313,7,1,0.01
809095313,8,1,0.0
809095313,9,1,0.0
809095313,10,1,0.0
809101898,1,1,0.0
809101898,2,1,0.0
809101898,3,1,0.0
809101898,4,1,0.0
809101898,5,1,0.0
809101898,6,1,0.0
809101898,7,1,0.29
809101898,8,1,0.0
809101898,9,1,0.0
809101898,10,1,0.0
809105300,8,1,0.1
809121157,1,1,0.0
809121157,2,1,0.0
809121157,3,1,0.0
809121157,4,1,0.0
809121157,5,1,0.0
809121157,6,1,0.0
809121157,7,1,0.09
809121157,8,1,0.0
809121157,9,1,0.0
809121157,10,1,0.0
809121759,1,1,0.0
809121759,2,1,0.0
809121759,3,1,0.0
809121759,4,1,0.0
809121759,5,1,0.0
809121759,6,1,0.0
809121759,7,1,0.01
809121759,8,1,0.0
809121759,9,1,0.0
809121759,10,1,0.0
809146563,6,1,0.13
809146563,7,1,0.13
809146563,8,1,0.13
809146563,10,1,0.13
809148260,1,1,0.0
809148260,2,1,0.0
809148260,3,1,0.0
809148260,4,1,0.0
809148260,5,1,0.0
809148260,6,1,0.0
809148260,7,1,0.5
809148260,8,1,0.0
809148260,9,1,0.0
809148260,10,1,0.0
809160368,2,1,0.1
809160368,7,1,0.3
809160368,8,1,0.9
809163840,6,1,0.2
809163840,7,1,0.05
809163840,8,1,0.2
809174933,1,1,0.0
809174933,2,1,0.0
809174933,3,1,0.0
809174933,4,1,0.0
809174933,5,1,0.0
809174933,6,1,0.0
809174933,7,1,3.4
809174933,8,1,0.0
809174933,9,1,0.0
809174933,10,1,0.0
809183215,1,1,0.0
809183215,2,1,0.0
809183215,3,1,0.0
809183215,4,1,0.0
809183215,5,1,0.0
809183215,6,1,0.0
809183215,7,1,0.015
809183215,8,1,0.015
809183215,9,1,0.0
809183215,10,1,0.0
809184923,1,1,0.0
809184923,2,1,0.0
809184923,3,1,0.0
809184923,4,1,0.0
809184923,5,1,0.0
809184923,6,1,0.0
809184923,7,1,0.48
809184923,8,1,0.0
809184923,9,1,0.0
809184923,10,1,0.0
809200197,6,1,0.02
809203579,4,1,2.0
809203579,7,1,3.0
809205060,4,1,0.03
809205060,6,1,1.27
809205060,9,1,56.01
809206105,7,1,0.5
809206105,8,1,0.5
809207976,4,1,0.435
809207976,7,1,0.29
809207976,8,1,0.725
809208694,1,1,0.0
809208694,2,1,0.0
809208694,3,1,0.0
809208694,4,1,0.45
809208694,5,1,0.0
809208694,6,1,0.18
809208694,7,1,0.4
809208694,8,1,0.52
809208694,9,1,0.0
809208694,10,1,0.0
809214200,1,1,0.2
809214200,4,1,0.3
809214200,7,1,0.5
809214200,8,1,0.5
809221962,7,1,0.4
809221962,8,1,0.4
809222297,7,1,0.5
809222297,8,1,0.6
809224194,4,1,0.1
809224194,7,1,0.4
809246424,1,1,0.0
809246424,2,1,0.0
809246424,3,1,0.0
809246424,4,1,0.0
809246424,5,1,0.0
809246424,6,1,0.0
809246424,7,1,0.01
809246424,8,1,0.01
809246424,9,1,0.0
809246424,10,1,0.0
809248753,6,1,0.01
809248753,8,1,0.09
809257779,1,1,0.2
809257779,8,1,0.05
809258171,8,1,0.001
809287186,7,1,0.2
809287186,8,1,2.0
809287817,8,1,4.6
809299429,4,1,0.1
809299429,7,1,0.2
809299429,8,1,0.5
809375010,9,1,1.0
809437887,7,1,0.005
809437887,8,1,0.005
809463638,6,1,2.0
809463638,7,1,3.0
809463638,8,1,1.0
809467309,7,1,0.02
809467309,8,1,0.05
809475658,1,1,0.0
809475658,2,1,0.0
809475658,3,1,0.0
809475658,4,1,0.0
809475658,5,1,0.0
809475658,6,1,0.0
809475658,7,1,0.94
809475658,8,1,0.0
809475658,9,1,0.0
809475658,10,1,0.0
809476180,4,1,0.3
809476180,7,1,0.3
809521152,8,1,0.05
809527433,7,1,0.1
809527433,8,1,0.1
809527651,7,1,0.1
809533737,1,1,0.0
809533737,2,1,0.0
809533737,3,1,0.0
809533737,4,1,0.0
809533737,5,1,0.0
809533737,6,1,0.0
809533737,7,1,2.0
809533737,8,1,4.0
809533737,9,1,0.0
809533737,10,1,0.0
809535917,1,1,0.0
809535917,2,1,0.0
809535917,3,1,0.0
809535917,4,1,1.2
809535917,5,1,0.0
809535917,6,1,0.0
809535917,7,1,1.0
809535917,8,1,0.0
809535917,9,1,0.0
809535917,10,1,0.0
809541113,7,1,43.79
809541113,8,1,109.46
809541956,1,1,0.0
809541956,2,1,0.0
809541956,3,1,0.8
809541956,4,1,0.0
809541956,5,1,0.0
809541956,6,1,0.0
809541956,7,1,0.0
809541956,8,1,0.0
809541956,9,1,0.0
809541956,10,1,0.0
809542153,1,1,0.5
809542153,4,1,1.7
809542153,8,1,7.5
809545574,1,1,0.0
809545574,2,1,0.0
809545574,3,1,0.057
809545574,4,1,0.0
809545574,5,1,0.0
809545574,6,1,0.0162
809545574,7,1,3.8457
809545574,8,1,0.0
809545574,9,1,0.0
809545574,10,1,0.0811
809576061,4,1,1.0
809576061,7,1,0.5
809576061,8,1,0.5
809576987,7,1,0.03
809578481,6,1,0.05
809578481,8,1,0.75
809582869,8,1,0.03
809592645,7,1,0.1
809592645,8,1,0.4
809593633,1,1,0.0
809593633,2,1,0.0
809593633,3,1,0.0
809593633,4,1,0.0
809593633,5,1,0.0
809593633,6,1,0.0
809593633,7,1,0.03
809593633,8,1,0.0
809593633,9,1,0.0
809593633,10,1,0.0
809603734,6,1,0.5
809603734,7,1,3.5
809603734,8,1,2.0
809603914,7,1,0.1
809603914,8,1,0.2
809623978,8,1,1.0
809628039,8,1,0.5
809640664,8,1,0.01
809643188,8,1,0.3
809644479,1,1,0.0
809644479,2,1,0.0
809644479,3,1,0.0
809644479,4,1,0.0
809644479,5,1,0.0
809644479,6,1,0.0
809644479,7,1,1.0
809644479,8,1,0.0
809644479,9,1,0.0
809644479,10,1,0.0
809648008,8,1,0.01
809651846,1,1,0.0
809651846,2,1,0.0
809651846,3,1,0.0
809651846,4,1,0.0
809651846,5,1,0.0
809651846,6,1,5.0
809651846,7,1,1.0
809651846,8,1,0.0
809651846,9,1,0.0
809651846,10,1,31.0
809655406,7,1,0.1
809655406,8,1,0.12
809680862,8,1,0.015
809682645,8,1,1.2
809687512,1,1,0.0
809687512,2,1,0.0
809687512,3,1,0.0
809687512,4,1,0.0
809687512,5,1,0.0
809687512,6,1,0.0
809687512,7,1,0.0
809687512,8,1,0.0
809687512,9,1,0.0
809687512,10,1,0.01
809691939,7,1,0.01
809691939,8,1,0.005
809691939,10,1,0.005
809707856,1,1,0.0
809707856,2,1,0.0
809707856,3,1,0.0
809707856,4,1,0.8
809707856,5,1,0.0
809707856,6,1,0.0
809707856,7,1,0.0
809707856,8,1,0.0
809707856,9,1,0.0
809707856,10,1,1.2
809726542,6,1,0.1
809726542,7,1,0.05
809727314,7,1,0.05
809727314,8,1,0.05
809728005,4,1,0.8
809728005,7,1,0.2
809732146,1,1,0.0
809732146,2,1,0.0
809732146,3,1,0.0
809732146,4,1,0.0
809732146,5,1,0.0
809732146,6,1,0.0
809732146,7,1,0.08
809732146,8,1,0.0
809732146,9,1,0.0
809732146,10,1,0.0
809771160,1,1,31.78
809771160,3,1,14.77
809771160,6,1,1.2
809771160,7,1,17.73
809771160,8,1,45.01
809781635,1,1,0.0
809781635,2,1,0.0
809781635,3,1,0.0
809781635,4,1,0.42
809781635,5,1,0.66
809781635,6,1,0.0
809781635,7,1,4.0
809781635,8,1,4.14
809781635,9,1,0.0
809781635,10,1,0.0
809893747,1,1,0.0
809893747,2,1,0.0
809893747,3,1,0.0
809893747,4,1,0.0
809893747,5,1,0.0
809893747,6,1,0.0
809893747,7,1,0.3
809893747,8,1,0.0
809893747,9,1,0.0
809893747,10,1,0.0
809909618,8,1,1.7
809909618,10,1,4.0
809947924,4,1,0.09
809947924,7,1,2.6
809956372,7,1,0.3
809956372,8,1,0.2
809956372,10,1,0.1
809968278,7,1,0.07
809968278,8,1,0.1
810018766,7,1,0.5
810018766,8,1,0.9
810029093,7,1,0.03
810029093,8,1,0.03
810035892,7,1,0.5
810035892,8,1,0.5
810037941,8,1,0.02
810046276,8,1,0.02
810049696,1,1,24.4264
810049696,2,1,0.0
810049696,3,1,0.0
810049696,4,1,0.0
810049696,5,1,0.0
810049696,6,1,6.0034
810049696,7,1,7.3573
810049696,8,1,0.0
810049696,9,1,0.0
810049696,10,1,6.067
810052719,1,1,0.0
810052719,2,1,0.0
810052719,3,1,0.0
810052719,4,1,1.33
810052719,5,1,0.0
810052719,6,1,0.0
810052719,7,1,1.54
810052719,8,1,0.0
810052719,9,1,0.0
810052719,10,1,0.0
810074383,6,1,0.1
810074383,7,1,0.3
810074383,8,1,0.05
810081732,8,1,0.001
810082465,4,1,5.0
810082465,7,1,1.0
810082465,8,1,1.0
810091745,7,1,0.03
810091745,8,1,0.05
810095337,10,1,0.03
810096053,4,1,0.55
810098033,6,1,0.03
810098033,7,1,0.5
810098033,8,1,1.0
810100384,7,1,2.0
810102450,8,1,0.3
810102557,7,1,0.4
810102557,8,1,0.1
810111675,7,1,3.0
810111675,8,1,4.0
810111675,9,1,2.5
810122918,6,1,0.3
810122918,7,1,0.11
810134838,6,1,0.5
810134838,8,1,16.0
810134838,9,1,7.0
810134838,10,1,2.0
810139645,6,1,0.2
810144109,1,1,0.0
810144109,2,1,0.0
810144109,3,1,0.0
810144109,4,1,0.0
810144109,5,1,0.12
810144109,6,1,0.0
810144109,7,1,0.0
810144109,8,1,0.0
810144109,9,1,0.0
810144109,10,1,0.0
810144528,1,1,0.0
810144528,2,1,0.0
810144528,3,1,0.0
810144528,4,1,0.0
810144528,5,1,2.4
810144528,6,1,0.0
810144528,7,1,0.0
810144528,8,1,0.0
810144528,9,1,0.0
810144528,10,1,0.0
810145048,1,1,0.0
810145048,2,1,0.0
810145048,3,1,0.0
810145048,4,1,0.0
810145048,5,1,0.0
810145048,6,1,0.0
810145048,7,1,0.3
810145048,8,1,0.6
810145048,9,1,0.0
810145048,10,1,0.0
810154507,4,1,0.2
810154507,7,1,0.3
810154507,8,1,1.2
810176506,7,1,0.006
810176506,8,1,0.006
810176506,9,1,0.006
810207052,7,1,0.01
810207052,8,1,0.01
810232542,7,1,0.005
810232542,8,1,0.005
810261454,6,1,0.1
810261454,8,1,0.3
810401085,1,1,0.0
810401085,2,1,0.0
810401085,3,1,0.0
810401085,4,1,0.0
810401085,5,1,0.0
810401085,6,1,0.0
810401085,7,1,0.2
810401085,8,1,0.0
810401085,9,1,0.0
810401085,10,1,0.0
810403962,7,1,0.4
810403962,8,1,0.8
810403962,10,1,3.0
810410161,1,1,0.0
810410161,2,1,0.0
810410161,3,1,0.0
810410161,4,1,0.0
810410161,5,1,0.0
810410161,6,1,0.0
810410161,7,1,0.0
810410161,8,1,0.0
810410161,9,1,0.0
810410161,10,1,0.01
810411878,1,1,0.0
810411878,2,1,0.0
810411878,3,1,0.0
810411878,4,1,0.0
810411878,5,1,0.0
810411878,6,1,0.0
810411878,7,1,1.67
810411878,8,1,0.0
